Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
3801,0188/2013,AEROCLUBE DE PERNAMBUCO,Acidente,2013-01-27,11:50:00,RECIFE,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"A aeronave decolou de Recife (SBRF) por volta das 11:30Z para voo de instrução. Após realizar treinamento de aproximação perdida no aeródromo de Encanta Moça (SNEM), o piloto solicitou regresso para SBRF. Ainda no circuito de tráfego de SNEM ocorreu a perda de potência do motor, levando o piloto a realizar um pouso de emergência no mangue, aproximadamente a 1.000m da cabeceira 16 de SNEM. Durante o pouso a aeronave pilonou.",PPGHE,PRI,SCF-PP,Em rota,Voo de Instrução,Substancial,SBRF,SBRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
3811,1848/2013,SECRET.DE EST.DE A.PEC.ABAST.MG,Incidente Grave,2013-09-16,17:02:00,CONSELHEIRO LAFAIETE,MG,Sudeste,PERDA DE CONTROLE NO SOLO,,,"DURANTE A CORRIDA APÓS O POUSO, A AERONAVE CORREU PARA A LATERAL DIREITA DA PISTA E, APÓS A TENTATIVA DE CORREÇÃO PELO PILOTO, AS PÁS DE HÉLICE ESQUERDA COLIDIRAM COM AS PONTAS NO SOLO E AS AVARIAS FORAM CONFIRMADAS APÓS O CORTE DOS MOTORES NO PÁTIO DE ESTACIONAMENTO.",PPEPA,ADE,LOC-G,Corrida após pouso,Operação Pública,Leve,SNKF,SBBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,EMB-810D,L2P,PA34,2155.0,6.0,NEIVA,verdadeiro
3602,2193/2012,G-10 AVIACAO AGRICOLA E MANUTENCAO DE AERONAVES LTDA,Acidente,2012-10-31,10:05:00,CANARANA,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,,,"SEGUNDO TESTEMUNHAS, APÓS A REALIZAÇÃO DE UM VOO DE APLICAÇÃO AGRÍCOLA, A AERONAVE INGRESSOU NO TRÁFEGO PARA POUSO NA PISTA AEROAGRÍCOLA DE CANARANA. O PILOTO PERDEU O CONTROLE DA AERONAVE NA PERNA BASE E COLIDIU VIOLENTAMENTE CONTRA O SOLO. O AVIÃO INCENDIOU-SE E O PILOTO CONSEGUIU ABANDONÁ-LO SEM A AJUDA DE TERCEIROS. A AERONAVE TEVE PERDA TOTAL E O PILOTO SOFREU FERIMENTOS GRAVES.",PRLGA,S05,LOC-I,Em rota,Operação Agrícola,Destruída,XXXX,XXXX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A188B,L1P,C188,1497.0,1.0,CESSNA AIRCRAFT,verdadeiro
3603,2226/2012,AEROCLUBE DE GOIAS,Acidente,2012-11-03,16:45:00,GOIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"A aeronave realizava voo de instrução com aluno e instrutor, quando após uma arremetida o instrutor informou que houve perda de potência e executou uma manobra na tentativa de retorno a pista. A manobra foi mal sucedida devido a baixa altura no momento da ocorrência, vindo a aeronave a colidir com uma rede de alta tensão, próxima à pista, e após com o solo. O primeiro impacto foi com a asa esquerda, vindo a tocar os trens principais e a bequilha que quebrou com o choque, fazendo com que o conjunto moto-propulsor também colidisse com o solo. Os ocupantes abandonaram a aeronave, sendo que o aluno apresentou dores provocadas pela desaceleração auferidos pelos cintos de segurança de 3 pontos. O instrutor teve um corte na face pelo impacto contra o painel.",PRBRO,PRI,SCF-PP,Arremetida,Voo de Instrução,Substancial,SWNV,SWNV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
3601,2220/2012,CATALAO ENG. E EMPREENDIMENTOS IMOBILIARIOS,Acidente,2012-11-02,12:00:00,ARUANÃ,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"A AERONAVE FAZIA O TRAJETO ENTRE GOIÂNIA (SBGO) E ARUANÃ (SWNH), PORÉM DEVIDO ÀS CONDIÇÕES METEOROLÓGICAS NO DESTINO, O PILOTO ALTERNOU O POUSO EM MOZARLÂNDIA (SDOV). APÓS ESPERAR PELA MELHORIA DAS CONDIÇÕES METEOROLÓGICAS NO DESTINO, A AERONAVE DECOLOU E PROSSEGUIU PARA ARUANÃ. SEGUNDO O PILOTO, AS CONDIÇÕES DO TEMPO NO DESTINO AINDA ESTAVAM PREJUDICADAS, O QUE LEVOU O TRIPULANTE A DESCER ABAIXO DA CAMADA E PROSSEGUIR A NAVEGAÇÃO A BAIXA ALTURA ATÉ O DESTINO. POUCO ANTES DE INGRESSAR NO TRÁFEGO DE SWNV, O PILOTO RELATOU FALHA DO MOTOR ESQUERDO, O QUE TORNOU O VOO INSUSTENTÁVEL. A AERONAVE FEZ UM POUSO FORÇADO NUMA FAZENDA NAS PROXIMIDADES DO AERÓDROMO. O AVIÃO TEVE DANOS GRAVES E OS SEUS OCUPANTES SAÍRAM ILESOS.",PTLHE,TPP,SCF-PP,Em rota,Voo Privado,Substancial,SWNH,SDOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,PA-31,L2P,PA31,2948.0,8.0,PIPER AIRCRAFT,verdadeiro
3600,2191/2012,BOING COMERCIO DE METAIS LTDA,Incidente Grave,2012-11-02,12:26:00,CURITIBA,PR,Sul,PERDA DE CONTROLE NO SOLO,,,Durante a realização do pouso na pista 18 do aeródromo de SBBI o piloto perdeu o controle da aeronave realizando diversos toques na pista. A aeronave parou na TWY B.,PPBPP,TPP,LOC-G,Pouso,Voo Privado,Substancial,SSPB,SBBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,PA-34-220T,L2P,PA34,2155.0,6.0,PIPER AIRCRAFT,verdadeiro
4020,0686/2013,AEROCLUBE DE BRASILIA,Acidente,2013-04-07,16:50:00,LUZIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,,,"A aeronave decolou as 12h40min, com o instrutor e o piloto, para a execução de um voo de instrução (INVA) com duração de prevista de 1h30min. Apos cerca de 1 hora de voo a aeronave retornou da aérea de instrução para executar o treinamento de toque e arremetida. No segundo pouso houve a perda de reta para direita, seguida de perda de controle no solo.",PPGJI,PRI,LOC-G,Pouso,Voo de Instrução,Substancial,SWUZ,SWUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,PA-18,L1P,PA18,680.0,2.0,PIPER AIRCRAFT,verdadeiro
4023,1088/2013,DEIB OTOCHI S/A,Acidente,2013-05-30,15:00:00,GUARAMIRANGA,CE,Nordeste,OPERAÇÕES NO SOLO,,,"A AERONAVE DECOLOU DE SBFZ, COM APENAS O PILOTO A BORDO, TENDO REALIZADO UM POUSO EM UMA PROPRIEDADE PRIVADA, LOCALIZADA NA ÁREA CONHECIDA COMO DUNAS, NA REGIÃO METROPOLITANA DE FORTALEZA.APÓS O EMBARQUE DE CINCO PASSAGEIROS, A AERONAVE PROSSEGUIU PARA O SÍTIO TIBAGI (SION), NO MUNICÍPIO DE GUARAMIRANGA - CE, DISTANTE APROXIMADAMENTE 100 KM DE FZ.O POUSO NAQUELA LOCALIDADE DE DESTINO OCORREU POR VOLTA DAS 12:00H (LOCAL).DURANTE A OPERAÇÃO DE DESEMBARQUE DOS PASSAGEIROS, COM OS ROTORES GIRANDO, O PILOTO DEIXOU O SEU POSTO DE PILOTAGEM, VISANDO AUXILIAR O DESEMBARQUE DOS PASSAGEIROS. A AERONAVE TOMBOU PELA ESQUERDA SEM NINGUÉM NOS COMANDOS.HOUVE UMA VÍTIMA COM LESÃO GRAVE.A AERONAVE SOFREU DANOS GRAVES.NÃO HOUVE DANOS A TERCEIROS.",PRDJC,TPP,RAMP,Outras,Voo Privado,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,EC 130 B4,H1T,EC30,2427.0,7.0,EUROCOPTER FRANCE,verdadeiro
4019,1874/2013,LAURO ROBERTO ROMANO,Acidente,2013-05-29,19:30:00,SOROCABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,Aeronave logo após a decolagem de Sorocaba a tripulação perdeu o controle e colidiu contra uma residência em área urbana. A aeronave ficou carbonizada.Os ocupantes faleceram no local.,PPXLR,PET,SCF-PP,Decolagem,Voo Privado,Substancial,SBJD,SDCO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMPAIR 8 ANFHIBIAN,A1P,ZZZZ,3084.0,8.0,JOHN SEELY,verdadeiro
4010,0749/2013,MARA LUCIA DE ARAUJO RODRIGUES,Acidente,2013-02-16,19:45:00,ARAGUARI,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,,,Aeronave decolou do aeródromo de SNAG e logo depois veio a acidentar-se.,PPXDZ,PET,SCF-NP,Decolagem,Voo Privado,Substancial,SNAG,SNAG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FALCAO AG-22,L1P,ZZZZ,1000.0,1.0,,verdadeiro
3796,0165/2013,GOVERNO DO ESTADO DA PARAIBA,Acidente,2013-01-25,14:20:00,CAMPINA GRANDE,PB,Nordeste,CONTATO ANORMAL COM A PISTA,,,"A aeronave de marcas PP-EPG, modelo EMB-810D, decolou de SBJP às 10h45min local, com destino ao Aeroclube de Campina Grande-PB. O voo tinha como objetivo o transporte do Governador do Estado da Paraíba. O Comandante realizou um pouso e decidiu arremeter no solo por ter visualizado um estreitamento da pista após os 400m iniciais de um total de 800m disponíveis para o pouso. O piloto efetuou o segundo pouso sem trem.",PPEPG,ADE,ARC,Pouso,Operação Pública,Substancial,SNKB,SBJP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,EMB-810D,L2P,PA34,2155.0,6.0,NEIVA,verdadeiro
3793,0166/2013,WELLBORN PARTIC. SOCIETARIAS LTDA,Acidente,2013-01-25,16:40:00,BOITUVA,SP,Sudeste,OUTROS,,,"Durante aproximação, na curta final para o pouso, com a aeronave estabilizada com a velocidade normal, foi reduzida a potência para oarredondamento. Nesta redução para idle e segundo informação do piloto, a hélice entrou em reverso sem o comando do piloto. A aeronave colidiu contra um barranco próxima à cabeceira da pista 06 e vindo a parar totalmente 78 metros à frente.",PTOGL,TPP,OTHR,Aproximação,Voo Privado,Substancial,SDOI,SDOI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,L1T,C208,3629.0,10.0,CESSNA AIRCRAFT,verdadeiro
3792,0157/2013,JACINTO HONORIO SILVA NETO,Incidente Grave,2013-01-25,13:57:00,GOIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,,,"A aeronave decolou do Aeródromo de Goiânia (SBGO) para a realização de um voo local de cheque do sistema de pressurização. As condições de voo eram IFR diurno e havia somente um tripulante a bordo. Ao regressar para pouso e comandar o trem de pouso para baixo o piloto percebeu que o mesmo não havia travado embaixo. Foi coordenado uma área para que pudesse tentar solucionar o problema porém sem sucesso. Após ter constatado problemas no trem de pouso e declarado emergência, o piloto optou por realizar o pouso com os trens de pouso recolhidos na pista 32 de SBGO.",PRJFN,TPP,SCF-NP,Pouso,Voo Privado,Leve,SBGO,SBGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MU-2B-60,L2T,MU2,5250.0,9.0,MITSUBISHI,verdadeiro
3790,0154/2013,TIO TAXI AEREO LTDA,Acidente,2013-01-24,21:15:00,MANAUS,AM,Norte,PERDA DE CONTROLE EM VOO,,,"Ao ingressar  na final da cabeceira 11 de Flores, a aeronave guinou para esquerda, perdendo altura e o eixo de aproximação. O piloto realizou uma arremetida no ar, não conseguindo ganhar altura após passar a cabeceira 29 (oposta), vindo a colidir a asa esquerda numa antena de telefonia celular nas proximidades do circuito de tráfego do aeródromo. A aeronave acidentou-se em um terreno ao lado da antena, vindo a se incendiar e perda total. Cerca de 20 veículos que se encontravam estacionados na área dos destroços também foram atingidos pelo fogo.",PTEUP,TPX,LOC-I,Arremetida,Táxi Aéreo,Destruída,SWFN,SBTF,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,EMB-810C,L2P,PA34,2073.0,6.0,EMBRAER,verdadeiro
3787,0150/2013,AEROCLUBE DE LONDRINA,Acidente,2013-01-23,21:08:00,LONDRINA,PR,Sul,CONTATO ANORMAL COM A PISTA,,,"Tratava-se do 1° vôo solo do piloto, que consistia na realização de 03 tráfegos. Durante a 1ª aproximação e pouso, ao tocar a pista, na cabeceira 13, o piloto perdeu o controle da aeronave e tocou bruscamente o solo. O trem de pouso do nariz quebrou com o impacto e a hélice e a parte frontal da aeronave colidiram com o solo, sofrendo danos graves. O  Aeródromo de SBLO ficou impraticável devido ao fato, entre 19:09 às 19:40, horário local. Houve um princípio de incêndio que foi controlado pelo piloto utilizando o extintor de incêndio da aeronave. A aeronave sofreu danos graves e o piloto saiu ileso.",PTBKU,PRI,ARC,Pouso,Voo de Instrução,Substancial,SBLO,SBLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,150J,L1P,C150,726.0,2.0,CESSNA AIRCRAFT,verdadeiro
3786,0146/2013,SANTIAGO FERMIN WIRSCH,Acidente,2013-01-23,13:15:00,LUIS EDUARDO MAGALHÃES,BA,Nordeste,EXCURSÃO DE PISTA,,,"A aeronave decolou de Londrina - PR (SBLO) às 07h10min local, com destino a localidade de Luís Eduardo Magalhães - BA. O voo tinha como objetivo o transporte de dois passageiros. Durante a realização do pouso, no paliê, sem que a aeronave houvesse tocado o solo, o piloto perdeu o controle da mesma, que veio a tocar com a ponta da asa esquerda no solo, seguindo-se do toque das hélices até parar aproximadamente a 80 metros da lateral esquerda da pista.",PRSFS,TPP,RE,Pouso,Voo Privado,Destruída,SSQZ,SBLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,SR22,L1P,SR22,1542.0,4.0,CIRRUS DESIGN,verdadeiro
3786,0146/2013,SANTIAGO FERMIN WIRSCH,Acidente,2013-01-23,13:15:00,LUIS EDUARDO MAGALHÃES,BA,Nordeste,PERDA DE CONTROLE EM VOO,,,"A aeronave decolou de Londrina - PR (SBLO) às 07h10min local, com destino a localidade de Luís Eduardo Magalhães - BA. O voo tinha como objetivo o transporte de dois passageiros. Durante a realização do pouso, no paliê, sem que a aeronave houvesse tocado o solo, o piloto perdeu o controle da mesma, que veio a tocar com a ponta da asa esquerda no solo, seguindo-se do toque das hélices até parar aproximadamente a 80 metros da lateral esquerda da pista.",PRSFS,TPP,LOC-I,Pouso,Voo Privado,Destruída,SSQZ,SBLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,SR22,L1P,SR22,1542.0,4.0,CIRRUS DESIGN,verdadeiro
3580,2192/2012,PAULO AFONSO DE OLIVEIRA LIMA,Acidente,2012-11-02,14:30:00,RECIFE,PE,Nordeste,PERDA DE CONTROLE NO SOLO,,,"A AERONAVE PROCEDENTE DE NATAL, TINHA COMO DESTINO O AEROCLUBE DO ENCANTA MOÇA (SNEM).AO REALIZAR O POUSO NAQUELE DESTINO, O PILOTO PERDEU O CONTROLE DA AERONAVE NO SOLO QUE VEIO A QUEBRAR O TREM DE POUSO DO NARIZ E DERIVAR À ESQUERDA ATÉ SAIR DA PISTA. AO ENTRAR NA GRAMA, A AERONAVE PILONOU. O PILOTO FOI REMOVIDO PARA O PRONTO SOCORRO DA CIDADE VINDO A FALECER POSTERIORMENTE. NÃO HOUVE DANOS A TERCEIROS.",PUIRB,PET,LOC-G,Pouso,Voo Privado,Leve,SNEM,SJBX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RV-9A,L1P,ULAC,750.0,2.0,,verdadeiro
4251,1429/2013,CLP ESCOLA DE AVIACAO CIVIL LTDA,Acidente,2013-07-27,13:20:00,JUIZ DE FORA,MG,Sudeste,EXCURSÃO DE PISTA,,,"O piloto da aeronave fez uma aproximação desestabilizada para a cabeceira 21 e tocou na metade da pista. Após trinta metros da marca de 1000 pés da cabeceira oposta, a aeronave saiu da pista pela lateral direita e percorreu o restante da extensão da pista fora dela, vindo a parar em uma vegetação cerca de quatro metros abaixo do nível da pista e à 50 metros de distância da cabeceira 03. O piloto não sofreu nenhuma lesão.",PTDPU,PRI,RE,Pouso,Voo de Instrução,Substancial,SBJF,SDUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PA-28-140,L1P,P28A,975.0,4.0,PIPER AIRCRAFT,verdadeiro
4251,1429/2013,CLP ESCOLA DE AVIACAO CIVIL LTDA,Acidente,2013-07-27,13:20:00,JUIZ DE FORA,MG,Sudeste,PERDA DE CONTROLE NO SOLO,,,"O piloto da aeronave fez uma aproximação desestabilizada para a cabeceira 21 e tocou na metade da pista. Após trinta metros da marca de 1000 pés da cabeceira oposta, a aeronave saiu da pista pela lateral direita e percorreu o restante da extensão da pista fora dela, vindo a parar em uma vegetação cerca de quatro metros abaixo do nível da pista e à 50 metros de distância da cabeceira 03. O piloto não sofreu nenhuma lesão.",PTDPU,PRI,LOC-G,Pouso,Voo de Instrução,Substancial,SBJF,SDUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PA-28-140,L1P,P28A,975.0,4.0,PIPER AIRCRAFT,verdadeiro
4249,1320/2013,AEROCLUBE DE ELDORADO DO SUL,Acidente,2013-07-09,14:32:00,ELDORADO DO SUL,RS,Sul,CONTATO ANORMAL COM A PISTA,,,"A aeronave realizava voo de instrução em rota, partindo de Eldorado do Sul (SIXE) com destino a (SIXE) e sobrevoo em Pelotas (SBPK).No regresso, após a realização de 03 (três) TGL em SIXE foi realizado o pouso final da aeronave, com o trem de pouso recolhido.",PTOCO,PRI,ARC,Pouso,Voo de Instrução,Substancial,SIXE,SIXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,PA-28R-201,L1P,P28R,1247.0,4.0,PIPER AIRCRAFT,verdadeiro
4245,1322/2013,PARAOPEBA PARTICIPACOES LTDA,Acidente,2013-07-07,17:45:00,ICÉM,SP,Sudeste,COMBUSTÍVEL,,,"DURANTE VOO DE CRUZEIRO, APÓS CONSTATAR PERDA DE POTÊNCIA DO MOTOR, O COMANDANTE REALIZOU PROCEDIMENTO DE AUTO-ROTAÇÃO SOBRE ÁREA DE PASTO. HOUVE FORTE IMPACTO COM O SOLO E TOMBAMENTO DA AERONAVE PARA A DIREITA, ALÉM DE SEPARAÇÃO DO BOOM DE CAUDA, QUE COLIDIU COM CERCA DE ARAME ANTES DA PARADA TOTAL.NOTA: HÁ INDÍCIOS DE PARTICIPAÇÃO DE FATOR OPERACIONAL, CASO CONSTATADA A POSSIBILIDADE DE OPERAÇÃO COM BAIXO NÍVEL DE COMBUSTÍVEL / PANE SECA (FLM).",PTHCH,TPP,FUEL,Em rota,Voo Privado,Substancial,SBSR,XXXX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,206B,H1T,B06,1451.0,5.0,BELL HELICOPTER,verdadeiro
4007,1058/2013,TERUEL AVIACAO AGRICOLA LTDA,Acidente,2013-05-22,11:00:00,RIO BRILHANTE,MS,Centro-Oeste,OUTROS,,,"O piloto decolou por volta das 06h00min local, com POB 01, da pista da Fazenda Ponderosa, em Rio Brilhante/MS, para pulverização sobre plantio de cana-de-açúcar. A aeronave adentrou camada baixa e densa de nevoeiro, perdendo referências visuais. Após voar por uma hora, obteve referências com a superfície; efetuou o pouso em área com grandes sulcos no terreno, ocasião em que a aeronave pilonou, parando sua trajetória no dorso. A aeronave sofreu avarias graves. O piloto sofreu lesão grave.",PTGQK,S05,OTHR,Pouso,Operação Agrícola,Substancial,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
4001,0647/2013,ARI MUCIO VALENTE ORNELAS,Acidente,2013-04-03,19:00:00,FORMOSA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"Às 15h 30min, o piloto e um mecânico, acompanhados de duas pessoas, ingressaram na aeronave, a fim de efetuar cheque de motores na área de giro do aeródromo de Formosa (SWFR). De acordo com o piloto e com o mecânico, o motor apresentou desempenho normal no cheque. Em seguida, houve a decisão de se efetuar uma corrida na pista com abortiva de decolagem. Ao atingir 85Kt, o piloto comandou a rotação de aeronave e prosseguiu para o voo. Após o recolhimento do trem de pouso e do flape, a cerca de 900ft de altura, ocorreu a falha do motor em voo. O piloto prosseguiu para um pouso forçado, em um campo arado, as margens da BR-020, Km 57.",PRLYD,TPP,SCF-PP,Subida,Voo Privado,Substancial,XXXX,SWFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,T210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
3996,0614/2013,ORISMAR ROUPAS PROFISSIONAIS LTDA ME,Incidente Grave,2013-03-29,16:00:00,TAUBATÉ,SP,Sudeste,EXCURSÃO DE PISTA,,,"Durante a corrida de pouso, o trem principal do lado esquerdo recolheu gradativamente. Assim, a aeronave perdeu o eixo da pista e ingressou na área gramada contígua à pista.",PTRJH,TPP,RE,Corrida após pouso,Voo Privado,Substancial,SBTA,SBSJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,EMB-711ST,L1P,P28T,1315.0,4.0,NEIVA,verdadeiro
3996,0614/2013,ORISMAR ROUPAS PROFISSIONAIS LTDA ME,Incidente Grave,2013-03-29,16:00:00,TAUBATÉ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,,,"Durante a corrida de pouso, o trem principal do lado esquerdo recolheu gradativamente. Assim, a aeronave perdeu o eixo da pista e ingressou na área gramada contígua à pista.",PTRJH,TPP,SCF-NP,Corrida após pouso,Voo Privado,Substancial,SBTA,SBSJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,EMB-711ST,L1P,P28T,1315.0,4.0,NEIVA,verdadeiro
3999,1044/2013,FLAVIO MAIA CARDOSO,Acidente,2013-05-22,19:30:00,SANTA TEREZINHA DE JESUS,PR,Sul,CONTATO ANORMAL COM A PISTA,,,"A AERONAVE DECOLOU ÀS 19H30MIN (UTC) DA FAZENDA PAULISTA (SNUA) PARA REALIZAR UM SOBREVOO SOBRE A FAZENDA (VOO LOCAL) COM INTENÇÃO DE POUSO NESTE MESMO AERÓDROMO. A AERONAVE ERA TRIPULADA POR 01 (UM) PILOTO E POSSUÍA 01 (UM) PASSAGEIRO A BORDO. DURANTE A REALIZAÇÃO DO POUSO O PILOTO ESQUECEU-SE DA BAIXAR O TREM DE POUSO E A AERONAVE VEIO A POUSAR DE BARRIGA NA PISTA. A AERONAVE SOFREU DANOS GRAVES EM AMBOS OS FLAPES, HÉLICES E, POSSIVELMENTE, NOS MOTORES, DEVIDO À PARADA BRUSCA. O PILOTO E O PASSAGEIRO SAÍRAM ILESOS.",PTONR,TPP,ARC,Pouso,Voo Privado,Substancial,SNUA,SNUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,95-B55,L2P,BE55,2268.0,6.0,BEECH AIRCRAFT,verdadeiro
3992,0567/2013,AGD AVIATION ESCOLA DE AVIACAO CIVIL,Incidente Grave,2013-03-22,18:45:00,SÃO PAULO,SP,Sudeste,CONTATO ANORMAL COM A PISTA,,,CROSSTUBE DIANTEIRO DO LADO ESQUERDO DA AERONAVE. A AERONAVE SOFREU DANOS GRAVES NA ESTRUTURA DOS ESQUIS. OS TRIPULANTES SAIRAM POR MEIOS PRÓPRIOS E ILESOS.,PRRCE,PRI,ARC,Pairado,Voo de Instrução,Substancial,SDIH,SBMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,R22,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
3785,0185/2013,FERRARI AGROINDUSTRIA LTDA,Acidente,2013-01-22,15:00:00,CANARANA,MT,Centro-Oeste,CONTATO ANORMAL COM A PISTA,,,"A aeronave decolou da Fazenda Araribá (SJWE) em condições visuais diurnas com 1 a bordo para o aeródromo de Canarana-MT. Após o ingresso no circuito de tráfego para pouso nesta localidade, foi observado pelo piloto que havia outra aeronave para pouso, em uma longa final, no mesmo aeródromo. O piloto realizou uma aproximação com pouso mais curto não tendo observado as luzes indicadoras do trem de pouso (que estavam apagadas), realizando com os trens de pouso recolhidos.",PTVQO,TPP,ARC,Pouso,Voo Privado,Substancial,SWEK,SJWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-810D,L2P,PA34,2155.0,6.0,EMBRAER,verdadeiro
3784,0127/2013,HELIMARTE TAXI AEREO LTDA,Acidente,2013-01-21,14:48:00,SÃO PAULO,SP,Sudeste,PERDA DE CONTROLE EM VOO,,,"Após o embarque de 03 técnicos da Prefeitura de São Paulo (Secretaria do Verde e Meio Ambiente), o helicóptero seguiu para o setor NW de SBMT, a fim de realizar sobrevoos de terrenos a cerca de 6 NM do aeródromo, para inspeção e registro de áreas verdes (região do Jaraguá e Perus). A aeronave veio a acidentar-se sobre uma residências localizada em uma viela do Jardim Rincão (comunidade próxima à Rua Oduvaldo Viana - Taipas, São Paulo-Capital).",PRJBN,TPX,LOC-I,Voo a baixa altura,Operação Especializada,Destruída,SDNP,SDNP,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,206B,H1T,B06,1451.0,5.0,BELL HELICOPTER,verdadeiro
